sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
6383	obj_rel_across_anim	6383	3192	expected	placeholder	die Lehrer  die der Tänzer mag  sind groß	8
6384	obj_rel_across_anim	6384	3192	unexpected	placeholder	die Lehrer  die der Tänzer mag  ist groß	8
6385	obj_rel_across_anim	6385	3193	expected	placeholder	die Kunden  die der Tänzer mag  schwimmen	7
6386	obj_rel_across_anim	6386	3193	unexpected	placeholder	die Kunden  die der Tänzer mag  schwimmt	7
6387	obj_rel_across_anim	6387	3194	expected	placeholder	die Kunden  die der Tänzer mag  lachen	7
6388	obj_rel_across_anim	6388	3194	unexpected	placeholder	die Kunden  die der Tänzer mag  lacht	7
6389	obj_rel_across_anim	6389	3195	expected	placeholder	die Kunden  die der Tänzer mag  sprechen	7
6390	obj_rel_across_anim	6390	3195	unexpected	placeholder	die Kunden  die der Tänzer mag  spricht	7
6391	obj_rel_across_anim	6391	3196	expected	placeholder	die Kunden  die der Tänzer mag  sind alt	8
6392	obj_rel_across_anim	6392	3196	unexpected	placeholder	die Kunden  die der Tänzer mag  ist alt	8
6393	obj_rel_across_anim	6393	3197	expected	placeholder	die Kunden  die der Tänzer mag  sind klein	8
6394	obj_rel_across_anim	6394	3197	unexpected	placeholder	die Kunden  die der Tänzer mag  ist klein	8
6395	obj_rel_across_anim	6395	3198	expected	placeholder	die Kunden  die der Tänzer mag  sind jung	8
6396	obj_rel_across_anim	6396	3198	unexpected	placeholder	die Kunden  die der Tänzer mag  ist jung	8
6397	obj_rel_across_anim	6397	3199	expected	placeholder	die Kunden  die der Tänzer mag  sind groß	8
6398	obj_rel_across_anim	6398	3199	unexpected	placeholder	die Kunden  die der Tänzer mag  ist groß	8
6399	obj_rel_across_anim	6399	3200	expected	placeholder	die Polizisten  die der Tänzer mag  schwimmen	7
6400	obj_rel_across_anim	6400	3200	unexpected	placeholder	die Polizisten  die der Tänzer mag  schwimmt	7
6401	obj_rel_across_anim	6401	3201	expected	placeholder	die Polizisten  die der Tänzer mag  lachen	7
6402	obj_rel_across_anim	6402	3201	unexpected	placeholder	die Polizisten  die der Tänzer mag  lacht	7
6403	obj_rel_across_anim	6403	3202	expected	placeholder	die Polizisten  die der Tänzer mag  sprechen	7
6404	obj_rel_across_anim	6404	3202	unexpected	placeholder	die Polizisten  die der Tänzer mag  spricht	7
6405	obj_rel_across_anim	6405	3203	expected	placeholder	die Polizisten  die der Tänzer mag  sind alt	8
6406	obj_rel_across_anim	6406	3203	unexpected	placeholder	die Polizisten  die der Tänzer mag  ist alt	8
6407	obj_rel_across_anim	6407	3204	expected	placeholder	die Polizisten  die der Tänzer mag  sind klein	8
6408	obj_rel_across_anim	6408	3204	unexpected	placeholder	die Polizisten  die der Tänzer mag  ist klein	8
6409	obj_rel_across_anim	6409	3205	expected	placeholder	die Polizisten  die der Tänzer mag  sind jung	8
6410	obj_rel_across_anim	6410	3205	unexpected	placeholder	die Polizisten  die der Tänzer mag  ist jung	8
6411	obj_rel_across_anim	6411	3206	expected	placeholder	die Polizisten  die der Tänzer mag  sind groß	8
6412	obj_rel_across_anim	6412	3206	unexpected	placeholder	die Polizisten  die der Tänzer mag  ist groß	8
6413	obj_rel_across_anim	6413	3207	expected	placeholder	die Piloten  die der Tänzer mag  schwimmen	7
6414	obj_rel_across_anim	6414	3207	unexpected	placeholder	die Piloten  die der Tänzer mag  schwimmt	7
6415	obj_rel_across_anim	6415	3208	expected	placeholder	die Piloten  die der Tänzer mag  lachen	7
6416	obj_rel_across_anim	6416	3208	unexpected	placeholder	die Piloten  die der Tänzer mag  lacht	7
6417	obj_rel_across_anim	6417	3209	expected	placeholder	die Piloten  die der Tänzer mag  sprechen	7
6418	obj_rel_across_anim	6418	3209	unexpected	placeholder	die Piloten  die der Tänzer mag  spricht	7
6419	obj_rel_across_anim	6419	3210	expected	placeholder	die Piloten  die der Tänzer mag  sind alt	8
6420	obj_rel_across_anim	6420	3210	unexpected	placeholder	die Piloten  die der Tänzer mag  ist alt	8
6421	obj_rel_across_anim	6421	3211	expected	placeholder	die Piloten  die der Tänzer mag  sind klein	8
6422	obj_rel_across_anim	6422	3211	unexpected	placeholder	die Piloten  die der Tänzer mag  ist klein	8
6423	obj_rel_across_anim	6423	3212	expected	placeholder	die Piloten  die der Tänzer mag  sind jung	8
6424	obj_rel_across_anim	6424	3212	unexpected	placeholder	die Piloten  die der Tänzer mag  ist jung	8
6425	obj_rel_across_anim	6425	3213	expected	placeholder	die Piloten  die der Tänzer mag  sind groß	8
6426	obj_rel_across_anim	6426	3213	unexpected	placeholder	die Piloten  die der Tänzer mag  ist groß	8
6427	obj_rel_across_anim	6427	3214	expected	placeholder	die Berater  die der Tänzer mag  schwimmen	7
6428	obj_rel_across_anim	6428	3214	unexpected	placeholder	die Berater  die der Tänzer mag  schwimmt	7
6429	obj_rel_across_anim	6429	3215	expected	placeholder	die Berater  die der Tänzer mag  lachen	7
6430	obj_rel_across_anim	6430	3215	unexpected	placeholder	die Berater  die der Tänzer mag  lacht	7
6431	obj_rel_across_anim	6431	3216	expected	placeholder	die Berater  die der Tänzer mag  sprechen	7
6432	obj_rel_across_anim	6432	3216	unexpected	placeholder	die Berater  die der Tänzer mag  spricht	7
6433	obj_rel_across_anim	6433	3217	expected	placeholder	die Berater  die der Tänzer mag  sind alt	8
6434	obj_rel_across_anim	6434	3217	unexpected	placeholder	die Berater  die der Tänzer mag  ist alt	8
6435	obj_rel_across_anim	6435	3218	expected	placeholder	die Berater  die der Tänzer mag  sind klein	8
6436	obj_rel_across_anim	6436	3218	unexpected	placeholder	die Berater  die der Tänzer mag  ist klein	8
6437	obj_rel_across_anim	6437	3219	expected	placeholder	die Berater  die der Tänzer mag  sind jung	8
6438	obj_rel_across_anim	6438	3219	unexpected	placeholder	die Berater  die der Tänzer mag  ist jung	8
6439	obj_rel_across_anim	6439	3220	expected	placeholder	die Berater  die der Tänzer mag  sind groß	8
6440	obj_rel_across_anim	6440	3220	unexpected	placeholder	die Berater  die der Tänzer mag  ist groß	8
6441	obj_rel_across_anim	6441	3221	expected	placeholder	die Schriftsteller  die der Architekt mag  schwimmen	7
6442	obj_rel_across_anim	6442	3221	unexpected	placeholder	die Schriftsteller  die der Architekt mag  schwimmt	7
6443	obj_rel_across_anim	6443	3222	expected	placeholder	die Schriftsteller  die der Architekt mag  lachen	7
6444	obj_rel_across_anim	6444	3222	unexpected	placeholder	die Schriftsteller  die der Architekt mag  lacht	7
6445	obj_rel_across_anim	6445	3223	expected	placeholder	die Schriftsteller  die der Architekt mag  sprechen	7
6446	obj_rel_across_anim	6446	3223	unexpected	placeholder	die Schriftsteller  die der Architekt mag  spricht	7
6447	obj_rel_across_anim	6447	3224	expected	placeholder	die Schriftsteller  die der Architekt mag  sind alt	8
6448	obj_rel_across_anim	6448	3224	unexpected	placeholder	die Schriftsteller  die der Architekt mag  ist alt	8
6449	obj_rel_across_anim	6449	3225	expected	placeholder	die Schriftsteller  die der Architekt mag  sind klein	8
6450	obj_rel_across_anim	6450	3225	unexpected	placeholder	die Schriftsteller  die der Architekt mag  ist klein	8
6451	obj_rel_across_anim	6451	3226	expected	placeholder	die Schriftsteller  die der Architekt mag  sind jung	8
6452	obj_rel_across_anim	6452	3226	unexpected	placeholder	die Schriftsteller  die der Architekt mag  ist jung	8
6453	obj_rel_across_anim	6453	3227	expected	placeholder	die Schriftsteller  die der Architekt mag  sind groß	8
6454	obj_rel_across_anim	6454	3227	unexpected	placeholder	die Schriftsteller  die der Architekt mag  ist groß	8
6455	obj_rel_across_anim	6455	3228	expected	placeholder	die Direktoren  die der Architekt mag  schwimmen	7
6456	obj_rel_across_anim	6456	3228	unexpected	placeholder	die Direktoren  die der Architekt mag  schwimmt	7
6457	obj_rel_across_anim	6457	3229	expected	placeholder	die Direktoren  die der Architekt mag  lachen	7
6458	obj_rel_across_anim	6458	3229	unexpected	placeholder	die Direktoren  die der Architekt mag  lacht	7
6459	obj_rel_across_anim	6459	3230	expected	placeholder	die Direktoren  die der Architekt mag  sprechen	7
6460	obj_rel_across_anim	6460	3230	unexpected	placeholder	die Direktoren  die der Architekt mag  spricht	7
6461	obj_rel_across_anim	6461	3231	expected	placeholder	die Direktoren  die der Architekt mag  sind alt	8
6462	obj_rel_across_anim	6462	3231	unexpected	placeholder	die Direktoren  die der Architekt mag  ist alt	8
6463	obj_rel_across_anim	6463	3232	expected	placeholder	die Direktoren  die der Architekt mag  sind klein	8
6464	obj_rel_across_anim	6464	3232	unexpected	placeholder	die Direktoren  die der Architekt mag  ist klein	8
6465	obj_rel_across_anim	6465	3233	expected	placeholder	die Direktoren  die der Architekt mag  sind jung	8
6466	obj_rel_across_anim	6466	3233	unexpected	placeholder	die Direktoren  die der Architekt mag  ist jung	8
6467	obj_rel_across_anim	6467	3234	expected	placeholder	die Direktoren  die der Architekt mag  sind groß	8
6468	obj_rel_across_anim	6468	3234	unexpected	placeholder	die Direktoren  die der Architekt mag  ist groß	8
6469	obj_rel_across_anim	6469	3235	expected	placeholder	die Bauern  die der Architekt mag  schwimmen	7
6470	obj_rel_across_anim	6470	3235	unexpected	placeholder	die Bauern  die der Architekt mag  schwimmt	7
6471	obj_rel_across_anim	6471	3236	expected	placeholder	die Bauern  die der Architekt mag  lachen	7
6472	obj_rel_across_anim	6472	3236	unexpected	placeholder	die Bauern  die der Architekt mag  lacht	7
6473	obj_rel_across_anim	6473	3237	expected	placeholder	die Bauern  die der Architekt mag  sprechen	7
6474	obj_rel_across_anim	6474	3237	unexpected	placeholder	die Bauern  die der Architekt mag  spricht	7
6475	obj_rel_across_anim	6475	3238	expected	placeholder	die Bauern  die der Architekt mag  sind alt	8
6476	obj_rel_across_anim	6476	3238	unexpected	placeholder	die Bauern  die der Architekt mag  ist alt	8
6477	obj_rel_across_anim	6477	3239	expected	placeholder	die Bauern  die der Architekt mag  sind klein	8
6478	obj_rel_across_anim	6478	3239	unexpected	placeholder	die Bauern  die der Architekt mag  ist klein	8
6479	obj_rel_across_anim	6479	3240	expected	placeholder	die Bauern  die der Architekt mag  sind jung	8
6480	obj_rel_across_anim	6480	3240	unexpected	placeholder	die Bauern  die der Architekt mag  ist jung	8
6481	obj_rel_across_anim	6481	3241	expected	placeholder	die Bauern  die der Architekt mag  sind groß	8
6482	obj_rel_across_anim	6482	3241	unexpected	placeholder	die Bauern  die der Architekt mag  ist groß	8
6483	obj_rel_across_anim	6483	3242	expected	placeholder	die Chirurgen  die der Architekt mag  schwimmen	7
6484	obj_rel_across_anim	6484	3242	unexpected	placeholder	die Chirurgen  die der Architekt mag  schwimmt	7
6485	obj_rel_across_anim	6485	3243	expected	placeholder	die Chirurgen  die der Architekt mag  lachen	7
6486	obj_rel_across_anim	6486	3243	unexpected	placeholder	die Chirurgen  die der Architekt mag  lacht	7
6487	obj_rel_across_anim	6487	3244	expected	placeholder	die Chirurgen  die der Architekt mag  sprechen	7
6488	obj_rel_across_anim	6488	3244	unexpected	placeholder	die Chirurgen  die der Architekt mag  spricht	7
6489	obj_rel_across_anim	6489	3245	expected	placeholder	die Chirurgen  die der Architekt mag  sind alt	8
6490	obj_rel_across_anim	6490	3245	unexpected	placeholder	die Chirurgen  die der Architekt mag  ist alt	8
6491	obj_rel_across_anim	6491	3246	expected	placeholder	die Chirurgen  die der Architekt mag  sind klein	8
6492	obj_rel_across_anim	6492	3246	unexpected	placeholder	die Chirurgen  die der Architekt mag  ist klein	8
6493	obj_rel_across_anim	6493	3247	expected	placeholder	die Chirurgen  die der Architekt mag  sind jung	8
6494	obj_rel_across_anim	6494	3247	unexpected	placeholder	die Chirurgen  die der Architekt mag  ist jung	8
6495	obj_rel_across_anim	6495	3248	expected	placeholder	die Chirurgen  die der Architekt mag  sind groß	8
6496	obj_rel_across_anim	6496	3248	unexpected	placeholder	die Chirurgen  die der Architekt mag  ist groß	8
6497	obj_rel_across_anim	6497	3249	expected	placeholder	die Senatoren  die der Architekt mag  schwimmen	7
6498	obj_rel_across_anim	6498	3249	unexpected	placeholder	die Senatoren  die der Architekt mag  schwimmt	7
6499	obj_rel_across_anim	6499	3250	expected	placeholder	die Senatoren  die der Architekt mag  lachen	7
6500	obj_rel_across_anim	6500	3250	unexpected	placeholder	die Senatoren  die der Architekt mag  lacht	7
6501	obj_rel_across_anim	6501	3251	expected	placeholder	die Senatoren  die der Architekt mag  sprechen	7
6502	obj_rel_across_anim	6502	3251	unexpected	placeholder	die Senatoren  die der Architekt mag  spricht	7
6503	obj_rel_across_anim	6503	3252	expected	placeholder	die Senatoren  die der Architekt mag  sind alt	8
6504	obj_rel_across_anim	6504	3252	unexpected	placeholder	die Senatoren  die der Architekt mag  ist alt	8
6505	obj_rel_across_anim	6505	3253	expected	placeholder	die Senatoren  die der Architekt mag  sind klein	8
6506	obj_rel_across_anim	6506	3253	unexpected	placeholder	die Senatoren  die der Architekt mag  ist klein	8
6507	obj_rel_across_anim	6507	3254	expected	placeholder	die Senatoren  die der Architekt mag  sind jung	8
6508	obj_rel_across_anim	6508	3254	unexpected	placeholder	die Senatoren  die der Architekt mag  ist jung	8
6509	obj_rel_across_anim	6509	3255	expected	placeholder	die Senatoren  die der Architekt mag  sind groß	8
6510	obj_rel_across_anim	6510	3255	unexpected	placeholder	die Senatoren  die der Architekt mag  ist groß	8
6511	obj_rel_across_anim	6511	3256	expected	placeholder	die Lehrer  die der Architekt mag  schwimmen	7
6512	obj_rel_across_anim	6512	3256	unexpected	placeholder	die Lehrer  die der Architekt mag  schwimmt	7
6513	obj_rel_across_anim	6513	3257	expected	placeholder	die Lehrer  die der Architekt mag  lachen	7
6514	obj_rel_across_anim	6514	3257	unexpected	placeholder	die Lehrer  die der Architekt mag  lacht	7
6515	obj_rel_across_anim	6515	3258	expected	placeholder	die Lehrer  die der Architekt mag  sprechen	7
6516	obj_rel_across_anim	6516	3258	unexpected	placeholder	die Lehrer  die der Architekt mag  spricht	7
6517	obj_rel_across_anim	6517	3259	expected	placeholder	die Lehrer  die der Architekt mag  sind alt	8
6518	obj_rel_across_anim	6518	3259	unexpected	placeholder	die Lehrer  die der Architekt mag  ist alt	8
6519	obj_rel_across_anim	6519	3260	expected	placeholder	die Lehrer  die der Architekt mag  sind klein	8
6520	obj_rel_across_anim	6520	3260	unexpected	placeholder	die Lehrer  die der Architekt mag  ist klein	8
6521	obj_rel_across_anim	6521	3261	expected	placeholder	die Lehrer  die der Architekt mag  sind jung	8
6522	obj_rel_across_anim	6522	3261	unexpected	placeholder	die Lehrer  die der Architekt mag  ist jung	8
6523	obj_rel_across_anim	6523	3262	expected	placeholder	die Lehrer  die der Architekt mag  sind groß	8
6524	obj_rel_across_anim	6524	3262	unexpected	placeholder	die Lehrer  die der Architekt mag  ist groß	8
6525	obj_rel_across_anim	6525	3263	expected	placeholder	die Kunden  die der Architekt mag  schwimmen	7
6526	obj_rel_across_anim	6526	3263	unexpected	placeholder	die Kunden  die der Architekt mag  schwimmt	7
6527	obj_rel_across_anim	6527	3264	expected	placeholder	die Kunden  die der Architekt mag  lachen	7
6528	obj_rel_across_anim	6528	3264	unexpected	placeholder	die Kunden  die der Architekt mag  lacht	7
6529	obj_rel_across_anim	6529	3265	expected	placeholder	die Kunden  die der Architekt mag  sprechen	7
6530	obj_rel_across_anim	6530	3265	unexpected	placeholder	die Kunden  die der Architekt mag  spricht	7
6531	obj_rel_across_anim	6531	3266	expected	placeholder	die Kunden  die der Architekt mag  sind alt	8
6532	obj_rel_across_anim	6532	3266	unexpected	placeholder	die Kunden  die der Architekt mag  ist alt	8
6533	obj_rel_across_anim	6533	3267	expected	placeholder	die Kunden  die der Architekt mag  sind klein	8
6534	obj_rel_across_anim	6534	3267	unexpected	placeholder	die Kunden  die der Architekt mag  ist klein	8
6535	obj_rel_across_anim	6535	3268	expected	placeholder	die Kunden  die der Architekt mag  sind jung	8
6536	obj_rel_across_anim	6536	3268	unexpected	placeholder	die Kunden  die der Architekt mag  ist jung	8
6537	obj_rel_across_anim	6537	3269	expected	placeholder	die Kunden  die der Architekt mag  sind groß	8
6538	obj_rel_across_anim	6538	3269	unexpected	placeholder	die Kunden  die der Architekt mag  ist groß	8
6539	obj_rel_across_anim	6539	3270	expected	placeholder	die Polizisten  die der Architekt mag  schwimmen	7
6540	obj_rel_across_anim	6540	3270	unexpected	placeholder	die Polizisten  die der Architekt mag  schwimmt	7
6541	obj_rel_across_anim	6541	3271	expected	placeholder	die Polizisten  die der Architekt mag  lachen	7
6542	obj_rel_across_anim	6542	3271	unexpected	placeholder	die Polizisten  die der Architekt mag  lacht	7
6543	obj_rel_across_anim	6543	3272	expected	placeholder	die Polizisten  die der Architekt mag  sprechen	7
6544	obj_rel_across_anim	6544	3272	unexpected	placeholder	die Polizisten  die der Architekt mag  spricht	7
6545	obj_rel_across_anim	6545	3273	expected	placeholder	die Polizisten  die der Architekt mag  sind alt	8
6546	obj_rel_across_anim	6546	3273	unexpected	placeholder	die Polizisten  die der Architekt mag  ist alt	8
6547	obj_rel_across_anim	6547	3274	expected	placeholder	die Polizisten  die der Architekt mag  sind klein	8
6548	obj_rel_across_anim	6548	3274	unexpected	placeholder	die Polizisten  die der Architekt mag  ist klein	8
6549	obj_rel_across_anim	6549	3275	expected	placeholder	die Polizisten  die der Architekt mag  sind jung	8
6550	obj_rel_across_anim	6550	3275	unexpected	placeholder	die Polizisten  die der Architekt mag  ist jung	8
6551	obj_rel_across_anim	6551	3276	expected	placeholder	die Polizisten  die der Architekt mag  sind groß	8
6552	obj_rel_across_anim	6552	3276	unexpected	placeholder	die Polizisten  die der Architekt mag  ist groß	8
6553	obj_rel_across_anim	6553	3277	expected	placeholder	die Piloten  die der Architekt mag  schwimmen	7
6554	obj_rel_across_anim	6554	3277	unexpected	placeholder	die Piloten  die der Architekt mag  schwimmt	7
6555	obj_rel_across_anim	6555	3278	expected	placeholder	die Piloten  die der Architekt mag  lachen	7
6556	obj_rel_across_anim	6556	3278	unexpected	placeholder	die Piloten  die der Architekt mag  lacht	7
6557	obj_rel_across_anim	6557	3279	expected	placeholder	die Piloten  die der Architekt mag  sprechen	7
6558	obj_rel_across_anim	6558	3279	unexpected	placeholder	die Piloten  die der Architekt mag  spricht	7
6559	obj_rel_across_anim	6559	3280	expected	placeholder	die Piloten  die der Architekt mag  sind alt	8
6560	obj_rel_across_anim	6560	3280	unexpected	placeholder	die Piloten  die der Architekt mag  ist alt	8
6561	obj_rel_across_anim	6561	3281	expected	placeholder	die Piloten  die der Architekt mag  sind klein	8
6562	obj_rel_across_anim	6562	3281	unexpected	placeholder	die Piloten  die der Architekt mag  ist klein	8
6563	obj_rel_across_anim	6563	3282	expected	placeholder	die Piloten  die der Architekt mag  sind jung	8
6564	obj_rel_across_anim	6564	3282	unexpected	placeholder	die Piloten  die der Architekt mag  ist jung	8
6565	obj_rel_across_anim	6565	3283	expected	placeholder	die Piloten  die der Architekt mag  sind groß	8
6566	obj_rel_across_anim	6566	3283	unexpected	placeholder	die Piloten  die der Architekt mag  ist groß	8
6567	obj_rel_across_anim	6567	3284	expected	placeholder	die Berater  die der Architekt mag  schwimmen	7
6568	obj_rel_across_anim	6568	3284	unexpected	placeholder	die Berater  die der Architekt mag  schwimmt	7
6569	obj_rel_across_anim	6569	3285	expected	placeholder	die Berater  die der Architekt mag  lachen	7
6570	obj_rel_across_anim	6570	3285	unexpected	placeholder	die Berater  die der Architekt mag  lacht	7
6571	obj_rel_across_anim	6571	3286	expected	placeholder	die Berater  die der Architekt mag  sprechen	7
6572	obj_rel_across_anim	6572	3286	unexpected	placeholder	die Berater  die der Architekt mag  spricht	7
6573	obj_rel_across_anim	6573	3287	expected	placeholder	die Berater  die der Architekt mag  sind alt	8
6574	obj_rel_across_anim	6574	3287	unexpected	placeholder	die Berater  die der Architekt mag  ist alt	8
6575	obj_rel_across_anim	6575	3288	expected	placeholder	die Berater  die der Architekt mag  sind klein	8
6576	obj_rel_across_anim	6576	3288	unexpected	placeholder	die Berater  die der Architekt mag  ist klein	8
6577	obj_rel_across_anim	6577	3289	expected	placeholder	die Berater  die der Architekt mag  sind jung	8
6578	obj_rel_across_anim	6578	3289	unexpected	placeholder	die Berater  die der Architekt mag  ist jung	8
6579	obj_rel_across_anim	6579	3290	expected	placeholder	die Berater  die der Architekt mag  sind groß	8
6580	obj_rel_across_anim	6580	3290	unexpected	placeholder	die Berater  die der Architekt mag  ist groß	8
6581	obj_rel_across_anim	6581	3291	expected	placeholder	die Schriftsteller  die der Koch mag  schwimmen	7
6582	obj_rel_across_anim	6582	3291	unexpected	placeholder	die Schriftsteller  die der Koch mag  schwimmt	7
6583	obj_rel_across_anim	6583	3292	expected	placeholder	die Schriftsteller  die der Koch mag  lachen	7
6584	obj_rel_across_anim	6584	3292	unexpected	placeholder	die Schriftsteller  die der Koch mag  lacht	7
6585	obj_rel_across_anim	6585	3293	expected	placeholder	die Schriftsteller  die der Koch mag  sprechen	7
6586	obj_rel_across_anim	6586	3293	unexpected	placeholder	die Schriftsteller  die der Koch mag  spricht	7
6587	obj_rel_across_anim	6587	3294	expected	placeholder	die Schriftsteller  die der Koch mag  sind alt	8
6588	obj_rel_across_anim	6588	3294	unexpected	placeholder	die Schriftsteller  die der Koch mag  ist alt	8
6589	obj_rel_across_anim	6589	3295	expected	placeholder	die Schriftsteller  die der Koch mag  sind klein	8
6590	obj_rel_across_anim	6590	3295	unexpected	placeholder	die Schriftsteller  die der Koch mag  ist klein	8
6591	obj_rel_across_anim	6591	3296	expected	placeholder	die Schriftsteller  die der Koch mag  sind jung	8
6592	obj_rel_across_anim	6592	3296	unexpected	placeholder	die Schriftsteller  die der Koch mag  ist jung	8
6593	obj_rel_across_anim	6593	3297	expected	placeholder	die Schriftsteller  die der Koch mag  sind groß	8
6594	obj_rel_across_anim	6594	3297	unexpected	placeholder	die Schriftsteller  die der Koch mag  ist groß	8
6595	obj_rel_across_anim	6595	3298	expected	placeholder	die Direktoren  die der Koch mag  schwimmen	7
6596	obj_rel_across_anim	6596	3298	unexpected	placeholder	die Direktoren  die der Koch mag  schwimmt	7
6597	obj_rel_across_anim	6597	3299	expected	placeholder	die Direktoren  die der Koch mag  lachen	7
6598	obj_rel_across_anim	6598	3299	unexpected	placeholder	die Direktoren  die der Koch mag  lacht	7
6599	obj_rel_across_anim	6599	3300	expected	placeholder	die Direktoren  die der Koch mag  sprechen	7
6600	obj_rel_across_anim	6600	3300	unexpected	placeholder	die Direktoren  die der Koch mag  spricht	7
6601	obj_rel_across_anim	6601	3301	expected	placeholder	die Direktoren  die der Koch mag  sind alt	8
6602	obj_rel_across_anim	6602	3301	unexpected	placeholder	die Direktoren  die der Koch mag  ist alt	8
6603	obj_rel_across_anim	6603	3302	expected	placeholder	die Direktoren  die der Koch mag  sind klein	8
6604	obj_rel_across_anim	6604	3302	unexpected	placeholder	die Direktoren  die der Koch mag  ist klein	8
6605	obj_rel_across_anim	6605	3303	expected	placeholder	die Direktoren  die der Koch mag  sind jung	8
6606	obj_rel_across_anim	6606	3303	unexpected	placeholder	die Direktoren  die der Koch mag  ist jung	8
6607	obj_rel_across_anim	6607	3304	expected	placeholder	die Direktoren  die der Koch mag  sind groß	8
6608	obj_rel_across_anim	6608	3304	unexpected	placeholder	die Direktoren  die der Koch mag  ist groß	8
6609	obj_rel_across_anim	6609	3305	expected	placeholder	die Bauern  die der Koch mag  schwimmen	7
6610	obj_rel_across_anim	6610	3305	unexpected	placeholder	die Bauern  die der Koch mag  schwimmt	7
6611	obj_rel_across_anim	6611	3306	expected	placeholder	die Bauern  die der Koch mag  lachen	7
6612	obj_rel_across_anim	6612	3306	unexpected	placeholder	die Bauern  die der Koch mag  lacht	7
6613	obj_rel_across_anim	6613	3307	expected	placeholder	die Bauern  die der Koch mag  sprechen	7
6614	obj_rel_across_anim	6614	3307	unexpected	placeholder	die Bauern  die der Koch mag  spricht	7
6615	obj_rel_across_anim	6615	3308	expected	placeholder	die Bauern  die der Koch mag  sind alt	8
6616	obj_rel_across_anim	6616	3308	unexpected	placeholder	die Bauern  die der Koch mag  ist alt	8
6617	obj_rel_across_anim	6617	3309	expected	placeholder	die Bauern  die der Koch mag  sind klein	8
6618	obj_rel_across_anim	6618	3309	unexpected	placeholder	die Bauern  die der Koch mag  ist klein	8
6619	obj_rel_across_anim	6619	3310	expected	placeholder	die Bauern  die der Koch mag  sind jung	8
6620	obj_rel_across_anim	6620	3310	unexpected	placeholder	die Bauern  die der Koch mag  ist jung	8
6621	obj_rel_across_anim	6621	3311	expected	placeholder	die Bauern  die der Koch mag  sind groß	8
6622	obj_rel_across_anim	6622	3311	unexpected	placeholder	die Bauern  die der Koch mag  ist groß	8
6623	obj_rel_across_anim	6623	3312	expected	placeholder	die Chirurgen  die der Koch mag  schwimmen	7
6624	obj_rel_across_anim	6624	3312	unexpected	placeholder	die Chirurgen  die der Koch mag  schwimmt	7
6625	obj_rel_across_anim	6625	3313	expected	placeholder	die Chirurgen  die der Koch mag  lachen	7
6626	obj_rel_across_anim	6626	3313	unexpected	placeholder	die Chirurgen  die der Koch mag  lacht	7
6627	obj_rel_across_anim	6627	3314	expected	placeholder	die Chirurgen  die der Koch mag  sprechen	7
6628	obj_rel_across_anim	6628	3314	unexpected	placeholder	die Chirurgen  die der Koch mag  spricht	7
6629	obj_rel_across_anim	6629	3315	expected	placeholder	die Chirurgen  die der Koch mag  sind alt	8
6630	obj_rel_across_anim	6630	3315	unexpected	placeholder	die Chirurgen  die der Koch mag  ist alt	8
6631	obj_rel_across_anim	6631	3316	expected	placeholder	die Chirurgen  die der Koch mag  sind klein	8
6632	obj_rel_across_anim	6632	3316	unexpected	placeholder	die Chirurgen  die der Koch mag  ist klein	8
6633	obj_rel_across_anim	6633	3317	expected	placeholder	die Chirurgen  die der Koch mag  sind jung	8
6634	obj_rel_across_anim	6634	3317	unexpected	placeholder	die Chirurgen  die der Koch mag  ist jung	8
6635	obj_rel_across_anim	6635	3318	expected	placeholder	die Chirurgen  die der Koch mag  sind groß	8
6636	obj_rel_across_anim	6636	3318	unexpected	placeholder	die Chirurgen  die der Koch mag  ist groß	8
6637	obj_rel_across_anim	6637	3319	expected	placeholder	die Senatoren  die der Koch mag  schwimmen	7
6638	obj_rel_across_anim	6638	3319	unexpected	placeholder	die Senatoren  die der Koch mag  schwimmt	7
6639	obj_rel_across_anim	6639	3320	expected	placeholder	die Senatoren  die der Koch mag  lachen	7
6640	obj_rel_across_anim	6640	3320	unexpected	placeholder	die Senatoren  die der Koch mag  lacht	7
6641	obj_rel_across_anim	6641	3321	expected	placeholder	die Senatoren  die der Koch mag  sprechen	7
6642	obj_rel_across_anim	6642	3321	unexpected	placeholder	die Senatoren  die der Koch mag  spricht	7
6643	obj_rel_across_anim	6643	3322	expected	placeholder	die Senatoren  die der Koch mag  sind alt	8
6644	obj_rel_across_anim	6644	3322	unexpected	placeholder	die Senatoren  die der Koch mag  ist alt	8
6645	obj_rel_across_anim	6645	3323	expected	placeholder	die Senatoren  die der Koch mag  sind klein	8
6646	obj_rel_across_anim	6646	3323	unexpected	placeholder	die Senatoren  die der Koch mag  ist klein	8
6647	obj_rel_across_anim	6647	3324	expected	placeholder	die Senatoren  die der Koch mag  sind jung	8
6648	obj_rel_across_anim	6648	3324	unexpected	placeholder	die Senatoren  die der Koch mag  ist jung	8
6649	obj_rel_across_anim	6649	3325	expected	placeholder	die Senatoren  die der Koch mag  sind groß	8
6650	obj_rel_across_anim	6650	3325	unexpected	placeholder	die Senatoren  die der Koch mag  ist groß	8
6651	obj_rel_across_anim	6651	3326	expected	placeholder	die Lehrer  die der Koch mag  schwimmen	7
6652	obj_rel_across_anim	6652	3326	unexpected	placeholder	die Lehrer  die der Koch mag  schwimmt	7
